File Name,Sliced File Name,Description,Certainty
image15,image15_02_02.jpg,"bikini, two-piece",0.33197057247161865
image16,image16.jpg,"sunglasses, dark glasses, shades",0.19603580236434937
image16,image16_01_01.jpg,wig,0.23224285244941711
image16,image16_01_02.jpg,"sunglasses, dark glasses, shades",0.41729339957237244
image16,image16_02_01.jpg,wig,0.0762227401137352
image16,image16_02_02.jpg,"bonnet, poke bonnet",0.1577899158000946
image17,image17.jpg,stole,0.5597468018531799
image17,image17_01_01.jpg,maillot,0.12656792998313904
image17,image17_01_02.jpg,stole,0.2911626994609833
image17,image17_02_01.jpg,ski mask,0.8461714386940002
image17,image17_02_02.jpg,"jean, blue jean, denim",0.9022229313850403
image18,image18.jpg,wig,0.2619342803955078
image18,image18_01_01.jpg,"lipstick, lip rouge",0.40733301639556885
image18,image18_01_02.jpg,"lipstick, lip rouge",0.8744307160377502
image18,image18_02_01.jpg,"sunglasses, dark glasses, shades",0.16921068727970123
image18,image18_02_02.jpg,wig,0.5035637617111206
image19,image19.jpg,"bikini, two-piece",0.767211377620697
image19,image19_01_01.jpg,"apiary, bee house",0.054159846156835556
image19,image19_01_02.jpg,maillot,0.04849610477685928
image19,image19_02_01.jpg,"bikini, two-piece",0.8406323194503784
image19,image19_02_02.jpg,"bikini, two-piece",0.6134600043296814
image20,image20.jpg,"lipstick, lip rouge",0.539651095867157
image20,image20_01_01.jpg,"lipstick, lip rouge",0.4641951620578766
image20,image20_01_02.jpg,"lipstick, lip rouge",0.7034630179405212
image20,image20_02_01.jpg,wig,0.232606902718544
image20,image20_02_02.jpg,"lipstick, lip rouge",0.717755138874054
image21,image21.jpg,"sunglasses, dark glasses, shades",0.7041034698486328
image21,image21_01_01.jpg,"sunglasses, dark glasses, shades",0.7326515913009644
image21,image21_01_02.jpg,"sunglasses, dark glasses, shades",0.2956443428993225
image21,image21_02_01.jpg,"pot, flowerpot",0.5575471520423889
image21,image21_02_02.jpg,crate,0.129691943526268
image22,image22.jpg,mortarboard,0.3063037693500519
image22,image22_01_01.jpg,"lipstick, lip rouge",0.24522064626216888
image22,image22_01_02.jpg,"lipstick, lip rouge",0.4733412265777588
image22,image22_02_01.jpg,"seat belt, seatbelt",0.720722496509552
image22,image22_02_02.jpg,"lipstick, lip rouge",0.2015245109796524
image23,image23.jpg,"miniskirt, mini",0.908804178237915
image23,image23_01_01.jpg,fur coat,0.33090540766716003
image23,image23_01_02.jpg,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.8303756713867188
image23,image23_02_01.jpg,"miniskirt, mini",0.8965551257133484
image23,image23_02_02.jpg,"miniskirt, mini",0.25148141384124756
image24,image24.jpg,"bathtub, bathing tub, bath, tub",0.14604094624519348
image24,image24_01_01.jpg,"miniskirt, mini",0.1075686514377594
image24,image24_01_02.jpg,maillot,0.07202842831611633
image24,image24_02_01.jpg,"dishwasher, dish washer, dishwashing machine",0.15485624969005585
image24,image24_02_02.jpg,bath towel,0.5360702872276306
image25,image25.jpg,gown,0.15285366773605347
image25,image25_01_01.jpg,neck brace,0.05053317919373512
image25,image25_01_02.jpg,"sunglasses, dark glasses, shades",0.10692716389894485
image25,image25_02_01.jpg,wig,0.19390776753425598
image25,image25_02_02.jpg,"bikini, two-piece",0.4949967563152313
image26,image26.jpg,car mirror,0.7435132265090942
image26,image26_01_01.jpg,"television, television system",0.4490194320678711
image26,image26_01_02.jpg,scabbard,0.21892283856868744
image26,image26_02_01.jpg,"television, television system",0.7431666254997253
image26,image26_02_02.jpg,"television, television system",0.25552716851234436
image27,image27.jpg,mosquito net,0.39012476801872253
image27,image27_01_01.jpg,"Boston bull, Boston terrier",0.09330689907073975
image27,image27_01_02.jpg,shower curtain,0.2518782615661621
image27,image27_02_01.jpg,"lipstick, lip rouge",0.2585160434246063
image27,image27_02_02.jpg,wig,0.14194966852664948
image28,image28.jpg,"lipstick, lip rouge",0.34229326248168945
image28,image28_01_01.jpg,"lipstick, lip rouge",0.5440330505371094
image28,image28_01_02.jpg,wig,0.6750302910804749
image28,image28_02_01.jpg,"lipstick, lip rouge",0.16669321060180664
image28,image28_02_02.jpg,"jean, blue jean, denim",0.08267289400100708
image29,image29.jpg,"sunglasses, dark glasses, shades",0.465972900390625
image29,image29_01_01.jpg,sleeping bag,0.295721173286438
image29,image29_01_02.jpg,hay,0.21145616471767426
image29,image29_02_01.jpg,"seat belt, seatbelt",0.5928679704666138
image29,image29_02_02.jpg,"sunglasses, dark glasses, shades",0.7425225377082825
image3,image3.jpg,"bikini, two-piece",0.4692186713218689
image3,image3_01_01.jpg,"bikini, two-piece",0.1022462546825409
image3,image3_01_02.jpg,"bikini, two-piece",0.4094794690608978
image3,image3_02_01.jpg,maillot,0.14579418301582336
image3,image3_02_02.jpg,"bikini, two-piece",0.32017943263053894
image30,image30.jpg,hair slide,0.226679727435112
image30,image30_01_01.jpg,syringe,0.19815047085285187
image30,image30_01_02.jpg,"bonnet, poke bonnet",0.29281142354011536
image30,image30_02_01.jpg,"brassiere, bra, bandeau",0.16972438991069794
image30,image30_02_02.jpg,wig,0.11026208847761154
image31,image31.jpg,"brassiere, bra, bandeau",0.2396179884672165
image31,image31_01_01.jpg,"lab coat, laboratory coat",0.681833028793335
image31,image31_01_02.jpg,"brassiere, bra, bandeau",0.2038036286830902
image31,image31_02_01.jpg,maillot,0.3639580011367798
image31,image31_02_02.jpg,sarong,0.36902838945388794
image32,image32.jpg,"maze, labyrinth",0.18980441987514496
image32,image32_01_01.jpg,chainlink fence,0.22349710762500763
image32,image32_01_02.jpg,"unicycle, monocycle",0.2404441237449646
image32,image32_02_01.jpg,"tricycle, trike, velocipede",0.18079669773578644
image32,image32_02_02.jpg,crutch,0.4442906975746155
image33,image33.jpg,"bikini, two-piece",0.7334267497062683
image33,image33_01_01.jpg,sunglass,0.3200950622558594
image33,image33_01_02.jpg,"bikini, two-piece",0.23180194199085236
image33,image33_02_01.jpg,"bikini, two-piece",0.8522377014160156
image33,image33_02_02.jpg,"bikini, two-piece",0.582026481628418
image34,image34.jpg,spatula,0.4639968276023865
image34,image34_01_01.jpg,ping-pong ball,0.45519304275512695
image34,image34_01_02.jpg,"plunger, plumber's helper",0.7780735492706299
image34,image34_02_01.jpg,wig,0.2839686870574951
image34,image34_02_02.jpg,"brassiere, bra, bandeau",0.5588570833206177
image35,image35.jpg,"bikini, two-piece",0.7088331580162048
image35,image35_01_01.jpg,"bikini, two-piece",0.26396486163139343
image35,image35_01_02.jpg,"swimming trunks, bathing trunks",0.5312846899032593
image35,image35_02_01.jpg,"bikini, two-piece",0.42980220913887024
image35,image35_02_02.jpg,"bikini, two-piece",0.3781389594078064
image36,image36.jpg,"gasmask, respirator, gas helmet",0.18255014717578888
image36,image36_01_01.jpg,"sunglasses, dark glasses, shades",0.14175334572792053
image36,image36_01_02.jpg,"gasmask, respirator, gas helmet",0.19435648620128632
image36,image36_02_01.jpg,"pajama, pyjama, pj's, jammies",0.1558009833097458
image36,image36_02_02.jpg,ping-pong ball,0.06046992167830467
image37,image37.jpg,"bikini, two-piece",0.2733318507671356
image37,image37_01_01.jpg,"bikini, two-piece",0.5744901299476624
image37,image37_01_02.jpg,hair slide,0.616327166557312
image37,image37_02_01.jpg,"jean, blue jean, denim",0.12197954952716827
image37,image37_02_02.jpg,"sunglasses, dark glasses, shades",0.13639159500598907
image38,image38.jpg,mask,0.07305125892162323
image38,image38_01_01.jpg,wig,0.24827469885349274
image38,image38_01_02.jpg,"wardrobe, closet, press",0.5396769046783447
image38,image38_02_01.jpg,sliding door,0.13280998170375824
image38,image38_02_02.jpg,"refrigerator, icebox",0.10595658421516418
image39,image39.jpg,"miniskirt, mini",0.36343300342559814
image39,image39_01_01.jpg,"ice lolly, lolly, lollipop, popsicle",0.1746392548084259
image39,image39_01_02.jpg,"bikini, two-piece",0.30533087253570557
image39,image39_02_01.jpg,"miniskirt, mini",0.3315942585468292
image39,image39_02_02.jpg,"miniskirt, mini",0.94659024477005
image4,image4.jpg,soap dispenser,0.16876834630966187
image4,image4_01_01.jpg,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.10237275809049606
image4,image4_01_02.jpg,"harmonica, mouth organ, harp, mouth harp",0.13978832960128784
image4,image4_02_01.jpg,dough,0.051653217524290085
image4,image4_02_02.jpg,"parallel bars, bars",0.08880581706762314
image40,image40.jpg,sturgeon,0.6715501546859741
image40,image40_01_01.jpg,sleeping bag,0.13782136142253876
image40,image40_01_02.jpg,ski,0.2656293213367462
image40,image40_02_01.jpg,"jean, blue jean, denim",0.08633808046579361
image40,image40_02_02.jpg,sturgeon,0.8127025961875916
image41,image41.jpg,maillot,0.20595689117908478
image41,image41_01_01.jpg,"lipstick, lip rouge",0.19707827270030975
image41,image41_01_02.jpg,"lipstick, lip rouge",0.1923006772994995
image41,image41_02_01.jpg,"brassiere, bra, bandeau",0.3896978497505188
image41,image41_02_02.jpg,maillot,0.4563828110694885
image42,image42.jpg,"jean, blue jean, denim",0.5370137095451355
image42,image42_01_01.jpg,window shade,0.14142930507659912
image42,image42_01_02.jpg,"suit, suit of clothes",0.14571648836135864
image42,image42_02_01.jpg,"jean, blue jean, denim",0.3328631520271301
image42,image42_02_02.jpg,ski mask,0.2378692328929901
image43,image43.jpg,"lipstick, lip rouge",0.9431158304214478
image43,image43_01_01.jpg,"lipstick, lip rouge",0.6883729696273804
image43,image43_01_02.jpg,"brassiere, bra, bandeau",0.1281181424856186
image43,image43_02_01.jpg,"suit, suit of clothes",0.19053751230239868
image43,image43_02_02.jpg,"seat belt, seatbelt",0.22281141579151154
image44,image44.jpg,bubble,0.22302201390266418
image44,image44_01_01.jpg,"piggy bank, penny bank",0.3042086064815521
image44,image44_01_02.jpg,ping-pong ball,0.15161168575286865
image44,image44_02_01.jpg,"sunglasses, dark glasses, shades",0.0887499526143074
image44,image44_02_02.jpg,fur coat,0.16007965803146362
image45,image45.jpg,"seat belt, seatbelt",0.9590337872505188
image45,image45_01_01.jpg,neck brace,0.484977662563324
image45,image45_01_02.jpg,"seat belt, seatbelt",0.9907364249229431
image45,image45_02_01.jpg,"seat belt, seatbelt",0.33017125725746155
image45,image45_02_02.jpg,"seat belt, seatbelt",0.8271108865737915
image46,image46.jpg,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.05482480674982071
image46,image46_01_01.jpg,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.11259502917528152
image46,image46_01_02.jpg,mosquito net,0.16195963323116302
image46,image46_02_01.jpg,"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.10638679563999176
image46,image46_02_02.jpg,"wardrobe, closet, press",0.23137438297271729
image47,image47.jpg,maillot,0.20428672432899475
image47,image47_01_01.jpg,stethoscope,0.08982431888580322
image47,image47_01_02.jpg,neck brace,0.08001364767551422
image47,image47_02_01.jpg,"bikini, two-piece",0.3132709562778473
image47,image47_02_02.jpg,maillot,0.13002954423427582
image48,image48.jpg,"remote control, remote",0.1352900117635727
image48,image48_01_01.jpg,"harmonica, mouth organ, harp, mouth harp",0.40189042687416077
image48,image48_01_02.jpg,iPod,0.8408165574073792
image48,image48_02_01.jpg,"miniskirt, mini",0.4837649464607239
image48,image48_02_02.jpg,"seat belt, seatbelt",0.6095022559165955
image49,image49.jpg,"miniskirt, mini",0.06839251518249512
image49,image49_01_01.jpg,"Polaroid camera, Polaroid Land camera",0.3955281972885132
image49,image49_01_02.jpg,hair spray,0.20643620193004608
image49,image49_02_01.jpg,"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.36009567975997925
image49,image49_02_02.jpg,bow,0.19272929430007935
image5,image5.jpg,Bernese mountain dog,0.28012779355049133
image5,image5_01_01.jpg,Greater Swiss Mountain dog,0.5407461524009705
image5,image5_01_02.jpg,Appenzeller,0.24057622253894806
image5,image5_02_01.jpg,Bernese mountain dog,0.3088858723640442
image5,image5_02_02.jpg,Bernese mountain dog,0.2543972134590149
image50,image50.jpg,"maillot, tank suit",0.33527112007141113
image50,image50_01_01.jpg,"bikini, two-piece",0.45653143525123596
image50,image50_01_02.jpg,"bikini, two-piece",0.37354281544685364
image50,image50_02_01.jpg,sarong,0.16765426099300385
image50,image50_02_02.jpg,"balance beam, beam",0.6075734496116638
image51,image51.jpg,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.47844451665878296
image51,image51_01_01.jpg,ski,0.4598354995250702
image51,image51_01_02.jpg,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.15058448910713196
image51,image51_02_01.jpg,ski,0.0651918426156044
image51,image51_02_02.jpg,"miniskirt, mini",0.22406746447086334
image52,image52.jpg,"seat belt, seatbelt",0.8362268805503845
image52,image52_01_01.jpg,"sunglasses, dark glasses, shades",0.34737536311149597
image52,image52_01_02.jpg,"television, television system",0.321134477853775
image52,image52_02_01.jpg,"seat belt, seatbelt",0.995232880115509
image52,image52_02_02.jpg,"jersey, T-shirt, tee shirt",0.6316754221916199
image53,image53.jpg,toy poodle,0.4943833649158478
image53,image53_01_01.jpg,toy poodle,0.2765151560306549
image53,image53_01_02.jpg,"Dandie Dinmont, Dandie Dinmont terrier",0.33799800276756287
image53,image53_02_01.jpg,fur coat,0.8694401383399963
image53,image53_02_02.jpg,West Highland white terrier,0.11774905025959015
image54,image54.jpg,"pajama, pyjama, pj's, jammies",0.2795129418373108
image54,image54_01_01.jpg,"bikini, two-piece",0.13354666531085968
image54,image54_01_02.jpg,maillot,0.17429059743881226
image54,image54_02_01.jpg,sarong,0.3045019209384918
image54,image54_02_02.jpg,"brassiere, bra, bandeau",0.3713023364543915
image55,image55.jpg,"bikini, two-piece",0.9025180339813232
image55,image55_01_01.jpg,maillot,0.5424448847770691
image55,image55_01_02.jpg,sunglass,0.3370361626148224
image55,image55_02_01.jpg,"bikini, two-piece",0.7261584997177124
image55,image55_02_02.jpg,"swimming trunks, bathing trunks",0.34656277298927307
image56,image56.jpg,gown,0.11697626113891602
image56,image56_01_01.jpg,"brassiere, bra, bandeau",0.3041241466999054
image56,image56_01_02.jpg,wig,0.23587337136268616
image56,image56_02_01.jpg,"bikini, two-piece",0.5339385271072388
image56,image56_02_02.jpg,"pajama, pyjama, pj's, jammies",0.11712262034416199
image57,image57.jpg,"picket fence, paling",0.8387073874473572
image57,image57_01_01.jpg,"miniskirt, mini",0.11639510095119476
image57,image57_01_02.jpg,"picket fence, paling",0.16145610809326172
image57,image57_02_01.jpg,"miniskirt, mini",0.7801308631896973
image57,image57_02_02.jpg,"brassiere, bra, bandeau",0.1601845622062683
image58,image58.jpg,"seashore, coast, seacoast, sea-coast",0.3346188962459564
image58,image58_01_01.jpg,"sandbar, sand bar",0.07687706500291824
image58,image58_01_02.jpg,"seashore, coast, seacoast, sea-coast",0.5706043243408203
image58,image58_02_01.jpg,"seashore, coast, seacoast, sea-coast",0.08931125700473785
image58,image58_02_02.jpg,"seashore, coast, seacoast, sea-coast",0.17294824123382568
image59,image59.jpg,bubble,0.12639164924621582
image59,image59_01_01.jpg,"bonnet, poke bonnet",0.39415156841278076
image59,image59_01_02.jpg,"seat belt, seatbelt",0.4547088146209717
image59,image59_02_01.jpg,"ice lolly, lolly, lollipop, popsicle",0.6168442964553833
image59,image59_02_02.jpg,"cowboy hat, ten-gallon hat",0.10868256539106369
image6,image6.jpg,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.19344578683376312
image6,image6_01_01.jpg,"Polaroid camera, Polaroid Land camera",0.2756386995315552
image6,image6_01_02.jpg,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.061483073979616165
image6,image6_02_01.jpg,muzzle,0.11958882957696915
image6,image6_02_02.jpg,oxygen mask,0.0633644238114357
image60,image60.jpg,"sunglasses, dark glasses, shades",0.18276020884513855
image60,image60_01_01.jpg,"swimming trunks, bathing trunks",0.056224383413791656
image60,image60_01_02.jpg,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.7675192952156067
image60,image60_02_01.jpg,neck brace,0.0772506520152092
image60,image60_02_02.jpg,shower cap,0.2670042812824249
image61,image61.jpg,"bathtub, bathing tub, bath, tub",0.109376922249794
image61,image61_01_01.jpg,"pajama, pyjama, pj's, jammies",0.04169030487537384
image61,image61_01_02.jpg,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.2549312114715576
image61,image61_02_01.jpg,water bottle,0.08702782541513443
image61,image61_02_02.jpg,wig,0.26717880368232727
image62,image62.jpg,"feather boa, boa",0.4206206798553467
image62,image62_01_01.jpg,wig,0.41237154603004456
image62,image62_01_02.jpg,"Afghan hound, Afghan",0.24244846403598785
image62,image62_02_01.jpg,"bonnet, poke bonnet",0.21118323504924774
image62,image62_02_02.jpg,wig,0.9638357162475586
image63,image63.jpg,"lipstick, lip rouge",0.07187704741954803
image63,image63_01_01.jpg,wig,0.9638863205909729
image63,image63_01_02.jpg,wig,0.4466533362865448
image63,image63_02_01.jpg,wig,0.8914486169815063
image63,image63_02_02.jpg,wig,0.1482987105846405
image64,image64.jpg,shower cap,0.8431773781776428
image64,image64_01_01.jpg,hair slide,0.825651228427887
image64,image64_01_02.jpg,shower cap,0.7751099467277527
image64,image64_02_01.jpg,"lipstick, lip rouge",0.6433202624320984
image64,image64_02_02.jpg,"brassiere, bra, bandeau",0.2277085930109024
image65,image65.jpg,"seat belt, seatbelt",0.5759211182594299
image65,image65_01_01.jpg,wig,0.20900128781795502
image65,image65_01_02.jpg,"seat belt, seatbelt",0.3871944546699524
image65,image65_02_01.jpg,"brassiere, bra, bandeau",0.24857886135578156
image65,image65_02_02.jpg,wig,0.3680102229118347
image66,image66.jpg,shovel,0.7767406702041626
image66,image66_01_01.jpg,cloak,0.2926020920276642
image66,image66_01_02.jpg,snowmobile,0.15311592817306519
image66,image66_02_01.jpg,shovel,0.4273295998573303
image66,image66_02_02.jpg,shovel,0.33087044954299927
image67,image67.jpg,park bench,0.41001152992248535
image67,image67_01_01.jpg,"bannister, banister, balustrade, balusters, handrail",0.07361135631799698
image67,image67_01_02.jpg,"pay-phone, pay-station",0.6439778804779053
image67,image67_02_01.jpg,park bench,0.5305694937705994
image67,image67_02_02.jpg,park bench,0.2758405804634094
image68,image68.jpg,"groom, bridegroom",0.2812197208404541
image68,image68_01_01.jpg,"candle, taper, wax light",0.11416740715503693
image68,image68_01_02.jpg,"limousine, limo",0.4680536985397339
image68,image68_02_01.jpg,water jug,0.15155628323554993
image68,image68_02_02.jpg,"miniskirt, mini",0.5174137949943542
image69,image69.jpg,"cowboy hat, ten-gallon hat",0.1424848735332489
image69,image69_01_01.jpg,"jersey, T-shirt, tee shirt",0.03979232534766197
image69,image69_01_02.jpg,"jean, blue jean, denim",0.10324037075042725
image69,image69_02_01.jpg,"lumbermill, sawmill",0.10428862273693085
image69,image69_02_02.jpg,"coho, cohoe, coho salmon, blue jack, silver salmon, Oncorhynchus kisutch",0.3765155076980591
image7,image7.jpg,sunglass,0.13666823506355286
image7,image7_01_01.jpg,"sunglasses, dark glasses, shades",0.09885196387767792
image7,image7_01_02.jpg,"bikini, two-piece",0.14035256206989288
image7,image7_02_01.jpg,bath towel,0.40184158086776733
image7,image7_02_02.jpg,"cliff, drop, drop-off",0.6438221335411072
image70,image70.jpg,sunglass,0.43265271186828613
image70,image70_01_01.jpg,sunglass,0.4638654589653015
image70,image70_01_02.jpg,sunglass,0.14579463005065918
image70,image70_02_01.jpg,"gar, garfish, garpike, billfish, Lepisosteus osseus",0.18636666238307953
image70,image70_02_02.jpg,"sunscreen, sunblock, sun blocker",0.3373458981513977
image71,image71.jpg,maillot,0.5605475306510925
image71,image71_01_01.jpg,"sunglasses, dark glasses, shades",0.3422701954841614
image71,image71_01_02.jpg,sunglass,0.374055415391922
image71,image71_02_01.jpg,maillot,0.09125806391239166
image71,image71_02_02.jpg,maillot,0.33888715505599976
image72,image72.jpg,park bench,0.45094409584999084
image72,image72_01_01.jpg,suspension bridge,0.09221423417329788
image72,image72_01_02.jpg,"tench, Tinca tinca",0.08786007016897202
image72,image72_02_01.jpg,cardigan,0.9261332154273987
image72,image72_02_02.jpg,cardigan,0.3817369341850281
image73,image73.jpg,knee pad,0.3767196834087372
image73,image73_01_01.jpg,neck brace,0.5603141784667969
image73,image73_01_02.jpg,wig,0.17541247606277466
image73,image73_02_01.jpg,"miniskirt, mini",0.7820287346839905
image73,image73_02_02.jpg,"miniskirt, mini",0.7533915638923645
image74,image74.jpg,"lakeside, lakeshore",0.8654680848121643
image74,image74_01_01.jpg,"lakeside, lakeshore",0.4508650302886963
image74,image74_01_02.jpg,"sandbar, sand bar",0.11449107527732849
image74,image74_02_01.jpg,"barracouta, snoek",0.09188556671142578
image74,image74_02_02.jpg,trench coat,0.10605750977993011
image75,image75.jpg,"sunglasses, dark glasses, shades",0.11066389083862305
image75,image75_01_01.jpg,umbrella,0.4914378523826599
image75,image75_01_02.jpg,whistle,0.6075533628463745
image75,image75_02_01.jpg,soup bowl,0.1310238391160965
image75,image75_02_02.jpg,fig,0.26371118426322937
image76,image76.jpg,"seat belt, seatbelt",0.6466895937919617
image76,image76_01_01.jpg,"seat belt, seatbelt",0.2964536249637604
image76,image76_01_02.jpg,"seat belt, seatbelt",0.28189101815223694
image76,image76_02_01.jpg,"seat belt, seatbelt",0.26596519351005554
image76,image76_02_02.jpg,"seat belt, seatbelt",0.7481046319007874
image77,image77.jpg,"lipstick, lip rouge",0.18205146491527557
image77,image77_01_01.jpg,"lipstick, lip rouge",0.3151150345802307
image77,image77_01_02.jpg,"hand blower, blow dryer, blow drier, hair dryer, hair drier",0.07023823261260986
image77,image77_02_01.jpg,"lipstick, lip rouge",0.8795091509819031
image77,image77_02_02.jpg,bath towel,0.38883957266807556
image78,image78.jpg,maillot,0.03602628782391548
image78,image78_01_01.jpg,"seat belt, seatbelt",0.20200960338115692
image78,image78_01_02.jpg,wig,0.20650605857372284
image78,image78_02_01.jpg,"sunglasses, dark glasses, shades",0.10372015088796616
image78,image78_02_02.jpg,"brassiere, bra, bandeau",0.30295535922050476
image79,image79.jpg,"seat belt, seatbelt",0.9978526830673218
image79,image79_01_01.jpg,"seat belt, seatbelt",0.1179489716887474
image79,image79_01_02.jpg,"seat belt, seatbelt",0.9187299609184265
image79,image79_02_01.jpg,"seat belt, seatbelt",0.9214745759963989
image79,image79_02_02.jpg,"sunglasses, dark glasses, shades",0.15090516209602356
image8,image8.jpg,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.3253006339073181
image8,image8_01_01.jpg,reflex camera,0.19121083617210388
image8,image8_01_02.jpg,"medicine chest, medicine cabinet",0.5069763660430908
image8,image8_02_01.jpg,"harmonica, mouth organ, harp, mouth harp",0.1665472835302353
image8,image8_02_02.jpg,nail,0.9223251342773438
image80,image80.jpg,"jersey, T-shirt, tee shirt",0.3656574785709381
image80,image80_01_01.jpg,shower curtain,0.844771146774292
image80,image80_01_02.jpg,"seat belt, seatbelt",0.05415681377053261
image80,image80_02_01.jpg,wig,0.09516489505767822
image80,image80_02_02.jpg,"sunglasses, dark glasses, shades",0.28881072998046875
image81,image81.jpg,pier,0.7195171117782593
image81,image81_01_01.jpg,pier,0.5664348006248474
image81,image81_01_02.jpg,pier,0.6027708649635315
image81,image81_02_01.jpg,"clog, geta, patten, sabot",0.2899015545845032
image81,image81_02_02.jpg,"lakeside, lakeshore",0.10020174831151962
image82,image82.jpg,sunglass,0.17175333201885223
image82,image82_01_01.jpg,"sunglasses, dark glasses, shades",0.7312589287757874
image82,image82_01_02.jpg,mortarboard,0.41822031140327454
image82,image82_02_01.jpg,"backpack, back pack, knapsack, packsack, rucksack, haversack",0.44644105434417725
image82,image82_02_02.jpg,head cabbage,0.47222763299942017
image83,image83.jpg,maillot,0.10600323975086212
image83,image83_01_01.jpg,"microphone, mike",0.17880159616470337
image83,image83_01_02.jpg,"microphone, mike",0.07902960479259491
image83,image83_02_01.jpg,"bearskin, busby, shako",0.16298221051692963
image83,image83_02_02.jpg,fur coat,0.03423541039228439
image84,image84.jpg,toaster,0.0886026918888092
image84,image84_01_01.jpg,"hoopskirt, crinoline",0.3885841369628906
image84,image84_01_02.jpg,"harmonica, mouth organ, harp, mouth harp",0.34926268458366394
image84,image84_02_01.jpg,"barrel, cask",0.09722749888896942
image84,image84_02_02.jpg,soap dispenser,0.8164305686950684
image85,image85.jpg,fur coat,0.4992518424987793
image85,image85_01_01.jpg,fur coat,0.8702778220176697
image85,image85_01_02.jpg,park bench,0.32244062423706055
image85,image85_02_01.jpg,sliding door,0.11940602958202362
image85,image85_02_02.jpg,Loafer,0.072476826608181
image86,image86.jpg,bubble,0.504245936870575
image86,image86_01_01.jpg,neck brace,0.287221759557724
image86,image86_01_02.jpg,"microphone, mike",0.14403292536735535
image86,image86_02_01.jpg,"pajama, pyjama, pj's, jammies",0.12264901399612427
image86,image86_02_02.jpg,"cowboy hat, ten-gallon hat",0.2680974006652832
image87,image87.jpg,"seat belt, seatbelt",0.8553332090377808
image87,image87_01_01.jpg,"seat belt, seatbelt",0.9362378716468811
